sentence_id,text,target,polarity,label
216,True fresh squeezed OJ (and other juices) are available! Delicious!,fresh squeezed OJ and other juices,positive,2
392,"Great dive, love the breakfast food! Mmm, tator tots too...",tator tots,positive,2
1000,Stellar service. Great people. Terrific location.,service,positive,2
1525,"Crazy busy tonight. So happy for the owners.  Wine and beer is available now!

If you're a newbie don't sweat the menu - it comes down to wrap or plate;  protein choice; sauce; and side.  Awesome dumplings and spring rolls for appetizers.",wrap or plate,neutral,1
924,Service is a bit slow it seems. Love the biscuits and the lobster bisque was good.,biscuits,positive,2
1787,Kung pow chicken is awesome here.,Kung pow chicken,positive,2
926,They take LevelUp now!,LevelUp,positive,2
1529,"Don't ask the staff at Jefferson Hospital about a bank.  It's been my experience that they don't know about this bank in their own building.  My dad was in Jeff for several days, and the closest ATM I saw until about 2 days before he came home was in Market East Station.  If the staff at Jeff told me there was a TD located RIGHT IN THE BUILDING (just at a different entrance than I'd been using), I could have saved quite a bit on fees.",staff,negative,0
1622,Fried Chicken Pinto beans mashed taters corn bread sweet tea. Ummmmmmm.,Fried Chicken Pinto beans mashed taters corn bread,neutral,1
1792,"Delicious, strong coffee and yummy baked goods with many GF and vegan options!! Try the vegan pumpkin whoopie pie. Bagels run out quick so get there early if you want one. They accept credit cards now, too!",GF and vegan options,positive,2
740,"Quiet atmosphere, great food.  Service was good.  Yum",great food,positive,2
1742,Good energy and it always smells good! Take Joy Anderson's class!,energy,positive,2
449,Worst. Place. Ever. Owner is the worst. I wouldn't recommend it.,owner,negative,0
666,So busy!! Make a reservation,busy,negative,0
597,Great place. Loads of fun,place,positive,2
1109,Try the chicken strips with the southwest chipotle ranch for,chicken strips,neutral,1
1562,"Great breakfast, good prices and service.",breakfast,positive,2
410,This is really good every thing was great good hot coffee every thing good flavor.,flavor,positive,2
167,"Needs to be cleaned up
Nice salad bar
I was hoping for excellence but only average",cleaned up,negative,0
759,I guess the mango sticky rice is only good in the summertime because that's when the mango is more sweet .,mango,neutral,1
523,Selling Circle City Sweets and Best Chocolate in Town!,Best Chocolate,positive,2
899,Lots of small-name locally sourced items,Lots of small-name locally sourced items,neutral,1
1798,"Don't miss the back of the menu - lunch portions offered back there. Also, fries are super salty!",back of the menu,positive,2
831,Sushi was okay for the price point. I would only recommend for byob+atmosphere,Sushi,neutral,1
1180,Grab a sandwich from Lenny's and have yourself a picnic!,picnic,positive,2
1235,Very home style viet food and quick service for lunch.,service,positive,2
1782,What? No Zero candy bar!!,Zero candy bar,negative,0
115,Right now there is a promo for Special Olympics whenever you order a Grasshopper!!,promo for Special Olympics,positive,2
172,Seems to have changed since last going 9 months ago. This time I had great service!,service,positive,2
1133,Open for breakfast! 6:00-11:00am. Coffee bar and baked items.,baked items,neutral,1
1226,"Mimosas Aqui, that is, if you want to start your day sunny side up.",Mimosas Aqui,positive,2
979,Bartenders choice!,Bartenders choice,positive,2
1249,I'm back for the Spring Rolls!,Spring Rolls,positive,2
844,Tons of boba choices including taro! You can also get lychee jelly instead of tapioca- yum!!,lychee jelly,neutral,1
465,Love the garlic-teriyaki wings,garlic-teriyaki wings,positive,2
1164,By far the best antipasto dish I ever ate! Salted carmel bodino is a must must must!,antipasto dish,positive,2
1251,"The manager doesn't seem to be in today. The service is terrible. The waiter is coughing on everything, bringing out the wrong orders and just smiling the whole time.  We've been waiting for 20 minutes for spring rolls!! Argh.",waiter,negative,0
307,"Good donuts, juicy chicken, and real friendly staff.",staff,positive,2
954,Fried chicken is pretty good.,Fried chicken,positive,2
1277,"Warning: some buffet items were extremely salty, probably the more spicier items, since nothing stood out as too salty while i was eating.  But i drank a lot of water, and got bloated/retained water.  It wasnt until about 36 hrs later,  drinking more plain water that i flushed the salt and shed the bloat.",spicier items,negative,0
1716,This is delicious food for a reasonable price! It might get busy but it is worth it.,food,positive,2
873,"The food at Grille 39 is amazing. Chef Phil creates the best salads, finger foods, and little sandwiches for the lunch buffet. My favorites are the crab cake sliders and homemade potato chips. The lobster bisque is so smooth and creamy....Yum. I am always pleasantly surprised with the lunch buffet.",crab cake sliders,positive,2
1128,"End of pier. Free 90min parking on pier, $2.50 every hour after. Not a fan of the food, everything blan, seafood wasn't great. Think ppl come here to sit and eat on the pier?",pier,neutral,1
466,Plate lunches are an enormous amount of food,plate lunches,positive,2
1171,Get the paesano!!!,paesano,positive,2
1456,A quick lunch.  And white chocolate bread pudding,white chocolate bread pudding,neutral,1
388,Get the mojito - or the caipirinhas or the guacamole and chips. Or all three!,mojito,positive,2
375,"Came here hoping they would have frozen yogurt (I'm lactose intolerant) - no such luck. They DO have sherbet though, so I got a scoop in a cone.",frozen yogurt,negative,0
696,"Always a tasty breakfast!
Fast and good. 
Viva vivs!!",breakfast,positive,2
1867,No continental breakfast or free Wi-Fi. What kind of barbarism is this?,continental breakfast,negative,0
92,"New Fall Menu is amazing! If at brunch Sat or Sun, you must try the Rabbit with a creamy polenta fresh micro greens and sauteed kale! Delish!","Rabbit with creamy polenta, fresh micro greens, and sauteed kale",positive,2
1466,"Delicious food, super allergy friendly, and great portion sizes.",portion sizes,positive,2
413,Best beignets in town...great for soaking up the alcohol from the night before:),alcohol,neutral,1
118,Take your food to go it's too Hot inside with no AC!,too Hot inside with no AC,negative,0
1604,"$15 DIY baths on Sundays! Same price as a lot of other DIY bathers, but I'd rather my money go to a non-profit!",money,positive,2
962,Cajun fish tacos,Cajun fish tacos,neutral,1
1216,Love the bar!! Great bartenders! Amazing service!,service,positive,2
982,"Looks like it's out of business... Too bad, great wknd BBQ",BBQ,positive,2
179,Call ahead or be prepared to wait. And I do mean WAIT!!! Take mine and everyone else's advice...CALL AHEAD!!! I'm gonna post a pic of the menu so nobody else has to go through this.,menu,neutral,1
163,Going with a family meal is easy on the budget,family meal,positive,2
1661,The bar has everything but beer and choya.,choya,negative,0
1443,Salad again. I can't resist,Salad,positive,2
369,It took 10 minutes to get a pitcher of beer. No apologies and it's slow. Not cool Blueberry Hill.,slow,negative,0
280,The fried shrimp tacos are so yummy!!! Fast service and cold beer!,cold beer,positive,2
852,Good food with a relaxed environment.,relaxed environment,positive,2
337,Great pizza anytime!! This place is also solar powered.,pizza,positive,2
1320,"6oz filet with shrimp, green beans with  roasted garlic & a cup of seafood gumbo AND dessert. All for 39.95, this deal lasts all winter.",39.95,positive,2
1734,"Nice views, good personnel. Nice atmosphere",atmosphere,positive,2
1205,The loaded fries slice is a must try!,loaded fries slice,positive,2
1562,"Great breakfast, good prices and service.",service,positive,2
667,What great sushi!!,sushi,positive,2
1616,"Take the 30 seconds to sign up for IKEA family. You'll get a free coffee or tea with unlimited refills every day, no purchase required!",no purchase required,positive,2
1372,Green Curry Burrito!,Green Curry Burrito,neutral,1
1089,"This morning I had the certified organic Mexico made into an americano. Very smooth, chocorific undertone, and a stated floral aroma that I didn't sense, but that's ok.",floral aroma,neutral,1
1390,Try anything with the BBQ shrimp or it's sauce for a variation!,BBQ shrimp,positive,2
1841,"Great food, more of a family atmosphere than the other locals.  Looks like a fun place to watch a game, but there is no sound on the tvs.",food,positive,2
1378,Get the home fries!,home fries,positive,2
1690,"Pub atmosphere, big screen playing sports with bar off to the side. Good varied menu.",menu,positive,2
1491,"Good food good service, FBI fried banana desert is amazing",food,positive,2
1710,"Love this place, brisket and pulled pork are amazing!",brisket,positive,2
1801,"Small portions, order accordingly. Slow service.",service,negative,0
1174,"I thought that I would give the place a try but I've been waiting too long. I came in with my niece for a Mommie day out experience but she's been taken care of and I'm still waiting. 
I don't like the atmosphere and I waited too long to be seen. 
I decided to leave and this time I don't plan to come back.",place,neutral,1
1527,Pretty quiet place to grab some lunch.,grab some lunch,neutral,1
978,"Ginger beard hosts a Saturday morning run club. We run then stick around for a few coffee brews. Ask the owners for details. 

They do not serve decaf coffee.",owners,neutral,1
1411,Best service I've experienced anywhere in a long time. The fresh rolls were amazing.,service,positive,2
1779,Cash only and self serve. Come early to get them fresh !,self serve,neutral,1
480,Great atmosphere and the food is decent!,atmosphere,positive,2
1265,Great place to watch the game - big HD screen outdoors and plenty of seating.,HD screen,positive,2
202,"A good place for a casual bite, mostly 40+ crowd, somewhat overpriced.",casual place,positive,2
46,Using my coupon to save $$$$$$,coupon savings,positive,2
734,The whole place smells of piss,smell,negative,0
1407,"Get the hotdog, soda and churro! Only $2.50!!! It's amazing!",soda,neutral,1
1618,"The drinks are pretty good here, and so are the summer rolls.",summer rolls,positive,2
473,Best worst place I have ever been too but order the root beer on tap worth.,root beer,positive,2
1537,Haig is DNPIM Scotch. (Do not put in mouth). $12 a shot. Ouch.,shot,negative,0
